Scheme Code;ISIN Div Payout/ ISIN Growth;ISIN Div Reinvestment;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date;Scheme Classification;Scheme Type;Scheme Category;Fund Family;Fund ID;Scheme Short Name
103086;INF204K01GC1;INF204K01GD9;Reliance Regular Savings Fund-EQUITY OPTION-Dividend Plan;24.2433;24.0009;24.2433;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Regular Savings Fund
103085;INF204K01GB3;-;Reliance Regular Savings Fund-EQUITY OPTION-Growth Plan;66.1119;65.4508;66.1119;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Regular Savings Fund
133568;INF204KA1B72;-;Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option;13.1603;13.0287;13.1603;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Retirement Fund
133566;INF204KA1C14;-;Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan-Dividend Payout Option;13.1603;13.0287;13.1603;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Retirement Fund
133630;INF204KA1B98;-;Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option;13.1603;13.0287;13.1603;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Retirement Fund
133567;INF204KA1C06;-;Reliance Retirement Fund- Wealth Creation Scheme- Dividend Payout Option;12.6328;12.5065;12.6328;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Retirement Fund
133565;INF204KA1B64;-;Reliance Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option;12.6328;12.5065;12.6328;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Retirement Fund
133631;INF204KA1B80;-;Reliance Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option;12.6328;12.5065;12.6328;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Retirement Fund
118775;INF204K01J91;INF204K01K07;Reliance Small Cap Fund - Direct Plan Dividend Plan;30.8680;30.5593;30.8680;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Small Cap Fund
118777;INF204K01J83;-;Reliance Small Cap Fund - Direct Plan Growth Plan - Bonus Option;39.4350;39.0407;39.4350;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Small Cap Fund
118778;INF204K01K15;-;Reliance Small Cap Fund - Direct Plan Growth Plan - Growth Option;39.4350;39.0407;39.4350;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Small Cap Fund
113179;INF204K01IA1;INF204K01IB9;Reliance Small Cap Fund - Dividend Plan;29.4771;29.1823;29.4771;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Small Cap Fund
113178;INF204K01HZ0;-;Reliance Small Cap Fund - Growth Plan - Bonus Option;37.8617;37.4831;37.8617;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Small Cap Fund
113177;INF204K01HY3;-;Reliance Small Cap Fund - Growth Plan - Growth Option;37.8617;37.4831;37.8617;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Small Cap Fund
118634;INF204K01XG7;INF204K01XH5;Reliance Top 200 Fund - Direct Plan Dividend Plan;20.2824;20.0796;20.2824;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Top 200 Fund
118633;INF204K01D30;-;Reliance Top 200 Fund - Direct Plan Growth Plan - Bonus Option;31.2446;30.9322;31.2446;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Top 200 Fund
118632;INF204K01XI3;-;Reliance Top 200 Fund - Direct Plan Growth Plan - Growth Option;31.2446;30.9322;31.2446;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Top 200 Fund
106236;INF204K01539;INF204K01547;Reliance Top 200 Fund- Dividend Plan;16.4084;16.2443;16.4084;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Top 200 Fund
106235;INF204K01562;-;Reliance Top 200 Fund- Growth Plan -Growth Option;30.0622;29.7616;30.0622;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Top 200 Fund
106240;INF204K01554;-;Reliance Top 200 Fund- Growth Plan Bonus Option;30.0622;29.7616;30.0622;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Top 200 Fund
106238;INF204K01513;-;Reliance Top 200 Fund-Institutional Plan Growth Plan Bonus Option;31.0009;30.6909;31.0009;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Top 200 Fund
134925;INF204KA16G3;INF204KA17G1;Reliance US Equity Opportunites Fund- Direct Plan- Dividend Plan;11.5853;11.4694;11.5853;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance US Equity Opportunites Fund
134923;INF204KA15G5;-;Reliance US Equity Opportunites Fund- Direct Plan- Growth Plan- Growth Option;11.5853;11.4694;11.5853;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance US Equity Opportunites Fund
134924;INF204KA13G0;INF204KA14G8;Reliance US Equity Opportunites Fund- Dividend Plan;11.3675;11.2538;11.3675;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance US Equity Opportunites Fund
134922;INF204KA12G2;-;Reliance US Equity Opportunites Fund- Growth Plan- Growth Option;11.3675;11.2538;11.3675;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance US Equity Opportunites Fund
118676;INF204K01F04;INF204K01F12;Reliance Vision Fund - Direct Plan Dividend Plan;49.1265;48.6352;49.1265;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Vision Fund
118675;INF204K01E96;-;Reliance Vision Fund - Direct Plan Growth Plan - Bonus Option;96.4321;95.4678;96.4321;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Vision Fund
118678;INF204K01F20;-;Reliance Vision Fund - Direct Plan Growth Plan - Growth Option;568.7814;563.0936;568.7814;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Vision Fund
106255;INF204K01331;INF204K01349;Reliance Vision Fund Institutional Dividend Plan;304.8637;301.8151;304.8637;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Vision Fund Institutional Dividend Plan
100378;INF204K01372;INF204K01380;Reliance Vision Fund-DIVIDEND PLAN-D;47.2806;46.8078;47.2806;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Vision Fund
100379;INF204K01398;-;Reliance Vision Fund-GROWTH PLAN-Bonus Option;93.0243;92.0941;93.0243;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Vision Fund
100380;INF204K01406;-;Reliance Vision Fund-GROWTH PLAN-Growth Option;552.3320;546.8087;552.3320;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Reliance Mutual Fund;21;Reliance Vision Fund
120373;INF515L01AJ6;-;SAHARA BANKING & FINANCIAL SERVICES FUND- GROWTH - Direct;62.3589;61.7353;62.3589;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;SAHARA BANKING & FINANCIAL SERVICES FUND
109493;INF515L01494;-;SAHARA BANKING & FINANCIAL SERVICES FUND- GROWTH OPTION;60.0752;59.4744;60.0752;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;SAHARA BANKING & FINANCIAL SERVICES FUND
120374;INF515L01AH0;INF515L01AI8;SAHARA BANKING & FINANCIAL SERVICES FUND-DIVIDEND - Direct;21.5578;21.3422;21.5578;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;SAHARA BANKING & FINANCIAL SERVICES FUND
109494;INF515L01478;INF515L01486;SAHARA BANKING & FINANCIAL SERVICES FUND-DIVIDEND OPTION;21.2377;21.0253;21.2377;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;SAHARA BANKING & FINANCIAL SERVICES FUND
101529;INF515L01155;INF515L01163;Sahara Growth Fund-Dividend;41.0438;40.6334;41.0438;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Growth Fund
120288;INF515L01759;INF515L01767;Sahara Growth Fund-Dividend- Direct;41.6462;41.2297;41.6462;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Growth Fund
101528;INF515L01171;-;Sahara Growth Fund-Growth;141.3458;139.9323;141.3458;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Growth Fund
120289;INF515L01775;-;Sahara Growth Fund-Growth- Direct;152.6041;151.0781;152.6041;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Growth Fund
120352;INF515L01924;INF515L01932;Sahara Infrastructure Fund ---FIXED PRICING -Direct-Dividend;19.5611;19.3655;19.5611;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Infrastructure Fund
120353;INF515L01940;-;Sahara Infrastructure Fund ---FIXED PRICING OPTION-Direct-Growth;27.6234;27.3472;27.6234;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Infrastructure Fund
103730;INF515L01320;INF515L01338;Sahara Infrastructure Fund ---FIXED PRICING OPTION-Dividend Option;19.3104;19.1173;19.3104;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Infrastructure Fund
103731;INF515L01346;-;Sahara Infrastructure Fund ---FIXED PRICING OPTION-Growth Option;26.4439;26.1795;26.4439;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Infrastructure Fund
120354;INF515L01957;INF515L01965;Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Direct-Dividend;22.2046;21.9826;22.2046;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Infrastructure Fund
120355;INF515L01973;-;Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Direct-Growth;30.3280;30.0247;30.3280;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Infrastructure Fund
103732;INF515L01353;INF515L01361;Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Dividend Option;21.9748;21.7551;21.9748;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Infrastructure Fund
103733;INF515L01379;-;Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Growth Option;29.8719;29.5732;29.8719;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Infrastructure Fund
100798;INF515L01247;-;Sahara Midcap Fund-Auto Payout;78.9381;78.1487;78.9381;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Midcap Fund
120295;INF515L01841;-;Sahara Midcap Fund-Auto Payout- Direct;82.1540;81.3325;82.1540;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Midcap Fund
100799;INF515L01254;-;Sahara Midcap Fund-Bonus;78.9381;78.1487;78.9381;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Midcap Fund
120296;INF515L01858;-;Sahara Midcap Fund-Bonus- Direct;82.1540;81.3325;82.1540;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Midcap Fund
120298;INF515L01817;INF515L01825;Sahara Midcap Fund-Dividend -Direct;35.1966;34.8446;35.1966;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Midcap Fund
100797;INF515L01213;INF515L01221;Sahara Midcap Fund-Dividend Plan;34.8032;34.4552;34.8032;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Midcap Fund
120297;INF515L01833;-;Sahara Midcap Fund-Growth Option - Direct;82.1540;81.3325;82.1540;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Midcap Fund
100796;INF515L01239;-;Sahara Midcap Fund-Growth Plan;78.9381;78.1487;78.9381;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Midcap Fund
108320;INF515L01445;INF515L01452;Sahara Power & Natural Resources Fund - Dividend Option;18.8035;18.6155;18.8035;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Power & Natural Resources Fund
120371;INF515L01AG2;-;Sahara Power & Natural resources Fund- Growth - Direct;22.9693;22.7396;22.9693;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Power & Natural resources Fund
108321;INF515L01460;-;Sahara Power & Natural resources Fund- Growth Option;22.0461;21.8256;22.0461;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Power & Natural resources Fund
120370;INF515L01AE7;INF515L01AF4;Sahara Power & Natural Resources Fund-Dividend - Direct;16.0357;15.8753;16.0357;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Power & Natural Resources Fund
106744;INF515L01387;INF515L01395;Sahara R.E.A.L Fund - Dividend Option;20.9404;20.7310;20.9404;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara R.E.A.L Fund
120360;INF515L01981;INF515L01999;Sahara R.E.A.L Fund - Dividend Option- Direct;21.2403;21.0279;21.2403;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara R.E.A.L Fund
106745;INF515L01403;-;Sahara R.E.A.L Fund - Growth Fund;20.9370;20.7276;20.9370;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara R.E.A.L Fund
120361;INF515L01AA5;-;Sahara R.E.A.L Fund - Growth Fund- Direct;22.3465;22.1230;22.3465;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara R.E.A.L Fund
120387;INF515L01AS7;INF515L01AT5;Sahara Star Value Fund-Dividend - Direct;19.0848;18.8940;19.0848;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Star Value Fund
112104;INF515L01585;INF515L01593;Sahara Star Value Fund-Dividend Option;18.8433;18.6549;18.8433;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Star Value Fund
120386;INF515L01AU3;-;Sahara Star Value Fund-Growth - Direct;26.0883;25.8274;26.0883;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Star Value Fund
112105;INF515L01601;-;Sahara Star Value Fund-Growth Option;24.3098;24.0667;24.3098;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Star Value Fund
120383;INF515L01AP3;INF515L01AQ1;Sahara Super 20 Fund - Dividend - Direct;16.3573;16.1937;16.3573;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Super 20 Fund
112036;INF515L01551;INF515L01569;Sahara Super 20 Fund - Dividend Option;19.7603;19.5627;19.7603;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Super 20 Fund
120382;INF515L01AR9;-;Sahara Super 20 Fund - Growth - Direct;20.7882;20.5803;20.7882;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Super 20 Fund
112037;INF515L01577;-;Sahara Super 20 Fund - Growth Option;19.7795;19.5817;19.7795;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Super 20 Fund
120341;INF515L01866;INF515L01874;Sahara Wealth Plus Fund-Fixed Pricing Option-Direct-Dividend Option;32.8873;32.5584;32.8873;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Wealth Plus Fund
120340;INF515L01882;-;Sahara Wealth Plus Fund-Fixed Pricing Option-Direct-Growth;46.2255;45.7632;46.2255;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Wealth Plus Fund
103119;INF515L01262;INF515L01270;Sahara Wealth Plus Fund-Fixed Pricing Option-Dividend Option;32.4749;32.1502;32.4749;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Wealth Plus Fund
103120;INF515L01288;-;Sahara Wealth Plus Fund-Fixed Pricing Option-Growth Option;45.5981;45.1421;45.5981;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Wealth Plus Fund
120344;INF515L01890;INF515L01908;Sahara Wealth Plus Fund-Variable Pricing Option-Direct -Dividend;37.9458;37.5663;37.9458;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Wealth Plus Fund
120345;INF515L01916;-;Sahara Wealth Plus Fund-Variable Pricing Option-Direct-Growth;52.6704;52.1437;52.6704;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Wealth Plus Fund
103121;INF515L01296;INF515L01304;Sahara Wealth Plus Fund-Variable Pricing Option-Dividend Option;37.5193;37.1441;37.5193;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Wealth Plus Fund
103122;INF515L01312;-;Sahara Wealth Plus Fund-Variable Pricing Option-Growth Option;51.7508;51.2333;51.7508;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;Sahara Mutual Fund;35;Sahara Wealth Plus Fund
119567;INF200K01QS4;INF200K01QT2;SBI Arbitrage Opportunities Fund - Direct Plan - DIVIDEND;14.1108;14.0402;14.1108;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Arbitrage Opportunities Fund
104458;INF200K01131;INF200K01149;SBI Arbitrage Opportunities Fund - Regular Plan - Div;13.2937;13.2272;13.2937;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Arbitrage Opportunities Fund
119574;INF200K01QU0;-;SBI Arbitrage Opportunities Fund - Direct Plan - Gr;22.3113;22.1997;22.3113;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Arbitrage Opportunities Fund
104457;INF200K01156;-;SBI Arbitrage Opportunities Fund - Regular Plan - Gr;21.8394;21.7302;21.8394;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Arbitrage Opportunities Fund
133857;INF200KA1515;INF200KA1523;SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - DIVIDEND;14.9454;14.7959;14.9454;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI BANKING & FINANCIAL SERVICES FUND
133859;INF200KA1507;-;SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH;14.9464;14.7969;14.9464;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI BANKING & FINANCIAL SERVICES FUND
133860;INF200KA1481;INF200KA1499;SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - DIVIDEND;14.6771;14.5303;14.6771;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI BANKING & FINANCIAL SERVICES FUND
133858;INF200KA1473;-;SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH;14.6762;14.5294;14.6762;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI BANKING & FINANCIAL SERVICES FUND
119585;INF200K01QV8;INF200K01QW6;SBI BLUE CHIP FUND - DIRECT PLAN - DIVIDEND;24.5340;24.2887;24.5340;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI BLUE CHIP FUND
103616;INF200K01164;INF200K01172;SBI BLUE CHIP FUND- REGULAR PLAN - DIVIDEND;20.6712;20.4645;20.6712;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI BLUE CHIP FUND
119598;INF200K01QX4;-;SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH;37.7944;37.4165;37.7944;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI BLUE CHIP FUND
103504;INF200K01180;-;SBI BLUE CHIP FUND-REGULAR PLAN GROWTH;36.3241;35.9609;36.3241;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI BLUE CHIP FUND
119724;INF200K01QY2;INF200K01QZ9;SBI CONTRA-DIRECT PLAN -DIVIDEND;26.0529;25.7924;26.0529;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI CONTRA
100915;INF200K01347;INF200K01354;SBI CONTRA-REGULAR PLAN -DIVIDEND;20.8091;20.6010;20.8091;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI CONTRA
119835;INF200K01RA0;-;SBI CONTRA - DIRECT PLAN - GROWTH;110.5225;109.4173;110.5225;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI CONTRA
102414;INF200K01362;-;SBI CONTRA - REGULAR PLAN -GROWTH;107.4878;106.4129;107.4878;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI CONTRA
134111;INF200KA1689;INF200KA1697;SBI Dynamic Asset Allocation Fund - Direct Plan - Dividend;12.2239;12.1017;12.2239;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Dynamic Asset Allocation Fund
134110;INF200KA1671;-;SBI Dynamic Asset Allocation Fund - Direct Plan - Growth;12.2308;12.1085;12.2308;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Dynamic Asset Allocation Fund
134108;INF200KA1655;INF200KA1663;SBI Dynamic Asset Allocation Fund - Regular Plan - Dividend;12.1210;11.9998;12.1210;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Dynamic Asset Allocation Fund
134109;INF200KA1648;-;SBI Dynamic Asset Allocation Fund - Regular Plan - Growth;12.1210;11.9998;12.1210;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Dynamic Asset Allocation Fund
119834;INF200K01RH5;INF200K01RI3;SBI EMERGING BUSINESSES FUND - DIRECT PLAN - DIVIDEND;32.4881;32.1632;32.4881;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI EMERGING BUSINESSES FUND
102765;INF200K01388;INF200K01396;SBI EMERGING BUSINESSES FUND - REGULAR PLAN - DIVIDEND;23.5089;23.2738;23.5089;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI EMERGING BUSINESSES FUND
119727;INF200K01RJ1;-;SBI EMERGING BUSINESSES FUND - DIRECT PLAN -GROWTH;119.9708;118.7711;119.9708;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI EMERGING BUSINESSES FUND
102756;INF200K01370;-;SBI EMERGING BUSINESSES FUND - REGULAR PLAN -GROWTH;115.4130;114.2589;115.4130;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI EMERGING BUSINESSES FUND
134643;INF200KA1DF3;-;SBI Equity Savings Fund - Direct Plan - Growth;12.5088;12.3837;12.5088;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Equity Savings Fund
134641;INF200KA1DG1;INF200KA1DH9;SBI Equity Savings Fund - Direct Plan - Monthly Dividend;12.0770;11.9562;12.0770;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Equity Savings Fund
134640;INF200KA1DI7;INF200KA1DJ5;SBI Equity Savings Fund - Direct Plan - Quarterly Dividend;12.3279;12.2046;12.3279;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Equity Savings Fund
134644;INF200KA1DA4;-;SBI Equity Savings Fund - Regular Plan - Growth;12.0828;11.9620;12.0828;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Equity Savings Fund
134639;INF200KA1DB2;INF200KA1DC0;SBI Equity Savings Fund - Regular Plan - Monthly Dividend;11.7353;11.6179;11.7353;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Equity Savings Fund
134642;INF200KA1DD8;INF200KA1DE6;SBI Equity Savings Fund - Regular Plan - Quarterly Dividend;11.9080;11.7889;11.9080;09-Aug-2017;Open Ended Schemes(Growth);Open Ended Schemes;Growth;SBI Mutual Fund;22;SBI Equity Savings Fund
