Scheme Code;ISIN Div Payout/ ISIN Growth;ISIN Div Reinvestment;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date;Scheme Classification;Scheme Type;Scheme Category;Fund Family;Fund ID;Scheme Short Name
135765;INF846K01WP8;-;Axis Children's Gift Fund - Lock in - Direct Dividend;12.1267;12.1267;12.1267;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Children's Gift Fund
135762;INF846K01WO1;-;Axis Children's Gift Fund - Lock in - Direct Growth;12.1274;12.1274;12.1274;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Children's Gift Fund
135760;INF846K01WK9;-;Axis Children's Gift Fund - Lock in - Dividend;11.8131;11.8131;11.8131;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Children's Gift Fund
135759;INF846K01WJ1;-;Axis Children's Gift Fund - Lock in - Growth;11.8080;11.8080;11.8080;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Children's Gift Fund
135763;INF846K01WS2;INF846K01WQ6;Axis Children's Gift Fund - without Lock in - Direct Dividend;12.1267;11.7629;12.1267;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Children's Gift Fund
135764;INF846K01WR4;-;Axis Children's Gift Fund - without Lock in - Direct Growth;12.2024;11.8363;12.2024;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Children's Gift Fund
135761;INF846K01WN3;INF846K01WL7;Axis Children's Gift Fund - without Lock in - Dividend;11.8119;11.4575;11.8119;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Children's Gift Fund
135766;INF846K01WM5;-;Axis Children's Gift Fund - without Lock in - Growth;11.8066;11.4524;11.8066;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Children's Gift Fund
120523;INF846K01ET8;INF846K01EU6;Axis Triple Advantage Fund - Direct Plan - Dividend Option;15.8612;15.7026;15.8612;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Triple Advantage Fund
120524;INF846K01EV4;-;Axis Triple Advantage Fund - Direct Plan - Growth Option;18.4203;18.2361;18.4203;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Triple Advantage Fund
113065;INF846K01776;INF846K01784;Axis Triple Advantage Fund - Dividend Option;14.2964;14.1534;14.2964;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Triple Advantage Fund
113064;INF846K01768;-;Axis Triple Advantage Fund - Growth Option;17.5286;17.3533;17.5286;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Axis Mutual Fund;53;Axis Triple Advantage Fund
125112;INF955L01DB5;-;Baroda Pioneer Balance Fund - Plan A - Bonus Option;43.50;43.07;43.50;27-Dec-2016;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Baroda Pioneer Mutual Fund;4;Baroda Pioneer Balance Fund
101913;INF955L01682;INF955L01690;BARODA PIONEER BALANCE FUND - Plan A - Dividend Option;18.62;18.43;18.62;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Baroda Pioneer Mutual Fund;4;BARODA PIONEER BALANCE FUND
101912;INF955L01708;-;BARODA PIONEER BALANCE FUND - Plan A - Growth Option;53.68;53.14;53.68;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Baroda Pioneer Mutual Fund;4;BARODA PIONEER BALANCE FUND
119325;INF955L01922;-;BARODA PIONEER BALANCE FUND - Plan B (Direct) - Dividend Option;20.16;19.96;20.16;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Baroda Pioneer Mutual Fund;4;BARODA PIONEER BALANCE FUND
119326;INF955L01948;-;BARODA PIONEER BALANCE FUND - Plan B (Direct) - Growth Option;56.45;55.89;56.45;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Baroda Pioneer Mutual Fund;4;BARODA PIONEER BALANCE FUND
120518;INF209KA1LH3;INF209K01ZB2;Birla Sun Life Balanced '95 Fund - Direct Plan-Dividend;214.98;212.83;214.98;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Birla Sun Life Mutual Fund;3;Birla Sun Life Balanced '95 Fund
120517;INF209K01ZC0;-;Birla Sun Life Balanced '95 Fund - Direct Plan-Growth;760.18;752.58;760.18;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Birla Sun Life Mutual Fund;3;Birla Sun Life Balanced '95 Fund
103154;INF209K01BS7;INF209K01EE1;Birla Sun Life Balanced '95 Fund - Regular Plan-Dividend;150.66;149.15;150.66;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Birla Sun Life Mutual Fund;3;Birla Sun Life Balanced '95 Fund
103155;INF209K01BT5;-;Birla Sun Life Balanced '95 Fund - Regular Plan-Growth;726.10;718.84;726.10;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Birla Sun Life Mutual Fund;3;Birla Sun Life Balanced '95 Fund
131671;INF084M01DK3;INF084M01DL1;Birla Sun Life Balanced Advantage Fund - Direct Plan - Dividend Option;23.06;22.83;23.06;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Birla Sun Life Mutual Fund;3;Birla Sun Life Balanced Advantage Fund
131670;INF084M01DJ5;-;Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option;51.39;50.88;51.39;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Birla Sun Life Mutual Fund;3;Birla Sun Life Balanced Advantage Fund
131665;INF084M01AC6;INF084M01AD4;Birla Sun Life Balanced Advantage Fund - Regular Plan - Dividend Option;22.22;22.00;22.22;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Birla Sun Life Mutual Fund;3;Birla Sun Life Balanced Advantage Fund
131666;INF084M01AB8;-;Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option;49.64;49.14;49.64;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Birla Sun Life Mutual Fund;3;Birla Sun Life Balanced Advantage Fund
141005;INF251K01PB5;INF251K01PA7;BNP PARIBAS BALANCED FUND -DIRECT PLAN- DIVIDEND OPTION;10.3660;10.3660;10.3660;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;BNP Paribas Mutual Fund;59;BNP PARIBAS BALANCED FUND
141006;INF251K01OZ7;-;BNP PARIBAS BALANCED FUND- DIRECT PLAN - GROWTH OPTION;10.5222;10.5222;10.5222;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;BNP Paribas Mutual Fund;59;BNP PARIBAS BALANCED FUND
141007;INF251K01OY0;INF251K01OX2;BNP PARIBAS BALANCED FUND- REGULAR PLAN- DIVIDEND OPTION;10.3131;10.3131;10.3131;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;BNP Paribas Mutual Fund;59;BNP PARIBAS BALANCED FUND
141004;INF251K01OW4;-;BNP PARIBAS BALANCED FUND- REGULAT PLAN -GROWTH OPTION;10.4660;10.4660;10.4660;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;BNP Paribas Mutual Fund;59;BNP PARIBAS BALANCED FUND
127852;INF761K01BM0;INF761K01BN8;BOI AXA EQUITY DEBT REBALANCER FUND DIRECT PLAN DIVIDEND;12.4603;12.4603;12.4603;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;BOI AXA Mutual Fund;46;BOI AXA EQUITY DEBT REBALANCER FUND DIRECT PLAN DIVIDEND
127851;INF761K01BP3;INF761K01BQ1;BOI AXA EQUITY DEBT REBALANCER FUND REGULAR PLAN DIVIDEND;11.0370;11.0370;11.0370;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;BOI AXA Mutual Fund;46;BOI AXA EQUITY DEBT REBALANCER FUND REGULAR PLAN DIVIDEND
127850;INF761K01BO6;-;BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH;14.9136;14.9136;14.9136;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;BOI AXA Mutual Fund;46;BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH
127849;INF761K01BR9;-;BOIAXAEQUITY DEBT REBALANCER FUND REGULAR PLAN GROWTH;14.6849;14.6849;14.6849;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;BOI AXA Mutual Fund;46;BOIAXAEQUITY DEBT REBALANCER FUND REGULAR PLAN GROWTH
118272;INF760K01EZ8;-;Canara Robeco Balance - Direct Plan - Growth;144.5500;144.5500;144.5500;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Canara Robeco Mutual Fund;32;Canara Robeco Balance
118271;INF760K01EX3;INF760K01EY1;Canara Robeco Balance - Direct Plan - Monthly Dividend;85.3400;85.3400;85.3400;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Canara Robeco Mutual Fund;32;Canara Robeco Balance
106166;INF760K01050;-;Canara Robeco Balance - Regular Plan - Growth;140.4800;140.4800;140.4800;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Canara Robeco Mutual Fund;32;Canara Robeco Balance
106167;INF760K01068;INF760K01076;Canara Robeco Balance - Regular Plan - Monthly Dividend;82.6500;82.6500;82.6500;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Canara Robeco Mutual Fund;32;Canara Robeco Balance
119020;INF740K01NZ1;INF740K01OA2;DSP BlackRock Balanced Fund - Direct Plan - Dividend;38.417;38.033;38.417;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;DSP BlackRock Mutual Fund;6;DSP BlackRock Balanced Fund
119019;INF740K01NY4;-;DSP BlackRock Balanced Fund - Direct Plan - Growth;144.303;142.860;144.303;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;DSP BlackRock Mutual Fund;6;DSP BlackRock Balanced Fund
131086;INF740K010D5;INF740K011D3;DSP BlackRock Balanced Fund - Direct Plan - Quarterly Dividend;15.206;15.054;15.206;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;DSP BlackRock Mutual Fund;6;DSP BlackRock Balanced Fund
131087;INF740K018C0;INF740K019C8;DSP BlackRock Balanced Fund - Regular Plan - Quarterly Dividend;14.734;14.587;14.734;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;DSP BlackRock Mutual Fund;6;DSP BlackRock Balanced Fund
100081;INF740K01318;-;DSP BlackRock Balanced Fund- Regular Plan - Growth;139.330;137.937;139.330;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;DSP BlackRock Mutual Fund;6;DSP BlackRock Balanced Fund
100082;INF740K01326;INF740K01334;DSP BlackRock Balanced Fund- Regular Plan -Dividend;25.360;25.106;25.360;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;DSP BlackRock Mutual Fund;6;DSP BlackRock Balanced Fund
140361;INF843K01KS4;INF843K01KT2;Edelweiss Balanced Advantage Fund - Direct Plan - Dividend Option;11.8059;11.6878;11.8059;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Edelweiss Mutual Fund;47;Edelweiss Balanced Advantage Fund
140357;INF843K01KQ8;-;Edelweiss Balanced Advantage Fund - Direct Plan - Growth Option;12.048;11.9275;12.048;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Edelweiss Mutual Fund;47;Edelweiss Balanced Advantage Fund
140360;INF843K01KV8;-;Edelweiss Balanced Advantage Fund - Regular Plan - Bonus Option;11.6949;11.578;11.6949;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Edelweiss Mutual Fund;47;Edelweiss Balanced Advantage Fund
140362;INF843K01KW6;INF843K01KX4;Edelweiss Balanced Advantage Fund - Regular Plan - Dividend Option;11.694;11.5771;11.694;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Edelweiss Mutual Fund;47;Edelweiss Balanced Advantage Fund
140359;INF843K01KU0;-;Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option;11.6959;11.5789;11.6959;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Edelweiss Mutual Fund;47;Edelweiss Balanced Advantage Fund
101069;INF966L01242;INF966L01259;Escorts Balanced Fund-Dividend Option;18.3943;18.2104;18.3943;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Escorts Mutual Fund;13;Escorts Balanced Fund
120818;INF966L01531;INF966L01549;Escorts Balanced Fund-Dividend Option-Direct Plan;18.5660;18.3803;18.5660;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Escorts Mutual Fund;13;Escorts Balanced Fund
101070;INF966L01267;-;Escorts Balanced Fund-Growth Option;123.3015;122.0685;123.3015;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Escorts Mutual Fund;13;Escorts Balanced Fund
120819;INF966L01556;-;Escorts Balanced Fund-Growth Option-Direct Plan;123.7925;122.5546;123.7925;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Escorts Mutual Fund;13;Escorts Balanced Fund
118547;INF090I01GA2;INF090I01GB0;Franklin India BALANCED FUND - Direct - Dividend;23.8555;23.6169;23.8555;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Franklin Templeton Mutual Fund;27;Franklin India BALANCED FUND
118546;INF090I01FZ1;-;Franklin India BALANCED FUND - Direct - Growth;116.2711;115.1084;116.2711;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Franklin Templeton Mutual Fund;27;Franklin India BALANCED FUND
100549;INF090I01825;INF090I01833;Franklin India Balanced Fund-Dividend Plan;22.5424;22.3170;22.5424;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Franklin Templeton Mutual Fund;27;Franklin India Balanced Fund
100550;INF090I01817;-;Franklin India Balanced Fund-Growth Plan;110.8404;109.7320;110.8404;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Franklin Templeton Mutual Fund;27;Franklin India Balanced Fund
100121;INF179K01376;INF179K01384;HDFC Balanced Fund - Dividend Option;31.2880;30.9750;31.2880;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Balanced Fund
100122;INF179K01392;-;HDFC Balanced Fund - Growth Option;142.2010;140.7790;142.2010;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Balanced Fund
118932;INF179K01UX2;INF179K01UY0;HDFC Balanced Fund -Direct Plan - Dividend Option;34.0920;33.7510;34.0920;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Balanced Fund
118933;INF179K01UZ7;-;HDFC Balanced Fund -Direct Plan - Growth Option;147.8540;146.3750;147.8540;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Balanced Fund
100900;-;-;HDFC Children Gift Fund-Investment;108.1960;104.9500;108.1960;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Children Gift Fund
100899;-;-;HDFC Children Gift Fund-Savings;43.7681;42.4551;43.7681;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Children Gift Fund
119066;-;-;HDFC Childrens Gift Fund Investment Plan-Direct Plan;111.9540;108.5950;111.9540;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Childrens Gift Fund Investment Plan
119067;-;-;HDFC Childrens Gift Fund Savings Plan-Direct Plan;45.4855;44.1209;45.4855;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Childrens Gift Fund Savings Plan
101978;INF179K01AT2;INF179K01AU0;HDFC Prudence Fund - Dividend Option;32.0090;31.6890;32.0090;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Prudence Fund
101977;INF179K01AV8;-;HDFC Prudence Fund - Growth Option;489.1340;484.2430;489.1340;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Prudence Fund
118990;INF179K01YA2;INF179K01YB0;HDFC Prudence Fund -Direct Plan - Dividend Option;37.2450;36.8730;37.2450;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Prudence Fund
118991;INF179K01YC8;-;HDFC Prudence Fund -Direct Plan - Growth Option;506.6120;501.5460;506.6120;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Prudence Fund
136464;INF179KB1MH6;-;HDFC Retirement Savings Fund - Hybrid - Equity Plan - Direct Plan;15.3660;15.2120;15.3660;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Retirement Savings Fund
136463;INF179KB1MI4;-;HDFC Retirement Savings Fund - Hybrid - Equity Plan - Regular Plan;14.9880;14.8380;14.9880;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;HDFC Mutual Fund;9;HDFC Retirement Savings Fund
120251;INF109K01Y07;-;ICICI Prudential Balanced Fund - Direct Plan - Growth;126.85;125.58;126.85;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;ICICI Prudential Mutual Fund;20;ICICI Prudential Balanced Fund
131453;INF109KA1Y19;INF109KA1Y01;ICICI Prudential Balanced Fund - Direct Plan - Half Yearly Dividend;13.40;13.27;13.40;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;ICICI Prudential Mutual Fund;20;ICICI Prudential Balanced Fund
120252;INF109K01X81;INF109K01X99;ICICI Prudential Balanced Fund - Direct Plan - Monthly Dividend;30.55;30.24;30.55;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;ICICI Prudential Mutual Fund;20;ICICI Prudential Balanced Fund
136114;INF109KB1QM2;INF109KB1QL4;ICICI Prudential Balanced Fund - Direct Plan -Annual Dividend;14.05;13.91;14.05;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;ICICI Prudential Mutual Fund;20;ICICI Prudential Balanced Fund
100356;INF109K01480;-;ICICI Prudential Balanced Fund - Growth;120.76;119.55;120.76;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;ICICI Prudential Mutual Fund;20;ICICI Prudential Balanced Fund
131452;INF109KA1X93;INF109KA1X85;ICICI Prudential Balanced Fund - Half Yearly Dividend;13.03;12.90;13.03;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;ICICI Prudential Mutual Fund;20;ICICI Prudential Balanced Fund
100355;INF109K01DX5;INF109K01498;ICICI Prudential Balanced Fund - Monthly Dividend;24.86;24.61;24.86;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;ICICI Prudential Mutual Fund;20;ICICI Prudential Balanced Fund
136113;INF109KB1QK6;INF109KB1QJ8;ICICI Prudential Balanced Fund -Annual Dividend;13.74;13.60;13.74;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;ICICI Prudential Mutual Fund;20;ICICI Prudential Balanced Fund
139972;INF397L01IZ8;INF397L01JA9;IDBI Prudence Fund Dividend Direct;11.5575;11.4419;11.5575;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;IDBI Mutual Fund;57;IDBI Prudence Fund Dividend Direct
139970;INF397L01JD3;INF397L01JE1;IDBI Prudence Fund Dividend Regular;11.3974;11.2834;11.3974;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;IDBI Mutual Fund;57;IDBI Prudence Fund Dividend Regular
139971;INF397L01JC5;-;IDBI Prudence Fund Growth Direct;11.5575;11.4419;11.5575;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;IDBI Mutual Fund;57;IDBI Prudence Fund Growth Direct
139969;INF397L01JG6;-;IDBI Prudence Fund Growth Regular;11.3974;11.2834;11.3974;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;IDBI Mutual Fund;57;IDBI Prudence Fund Growth Regular
140383;INF194KA1U64;INF194KA1U72;IDFC Balanced Fund-Direct Plan-Dividend;10.9592;10.9592;10.9592;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;IDFC Mutual Fund;48;IDFC Balanced Fund
140382;INF194KA1U56;-;IDFC Balanced Fund-Direct Plan-Growth;11.3255;11.3255;11.3255;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;IDFC Mutual Fund;48;IDFC Balanced Fund
140384;INF194KA1U23;INF194KA1U31;IDFC Balanced Fund-Regular Plan-Dividend;10.8347;10.8347;10.8347;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;IDFC Mutual Fund;48;IDFC Balanced Fund
140381;INF194KA1U15;-;IDFC Balanced Fund-Regular Plan-Growth;11.1981;11.1981;11.1981;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;IDFC Mutual Fund;48;IDFC Balanced Fund
130904;INF192K01HB8;-;JM Balanced Fund (Direct) - Annual Bonus Option;45.8739;45.8739;45.8739;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
131477;INF192K01HJ1;INF192K01HK9;JM Balanced Fund (Direct) - Annual Dividend Option;32.7062;32.7062;32.7062;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
133401;INF192K01GP0;-;JM Balanced Fund (Direct) - Bonus Option - Principal Units;46.8636;46.8636;46.8636;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
120483;INF192K01BO4;INF192K01BP1;JM Balanced Fund (Direct) - Dividend Option;32.1888;32.1888;32.1888;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
120484;INF192K01BQ9;-;JM Balanced Fund (Direct) - Growth Option;45.8425;45.8425;45.8425;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
133409;INF192K01HV6;-;JM Balanced Fund (Direct) - Half Yearly Bonus Option - Principal Units;46.8636;46.8636;46.8636;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
133402;INF192K01HH5;INF192K01HI3;JM Balanced Fund (Direct) - Half Yearly Dividend Option;33.0451;33.0451;33.0451;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
133412;INF192K01HN3;INF192K01HO1;JM Balanced Fund (Direct) - Monthly Dividend Option;33.0451;33.0451;33.0451;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
133411;INF192K01HZ7;-;JM Balanced Fund (Direct) - Quarterly Bonus Option - Principal Units;46.8636;46.8636;46.8636;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
133406;INF192K01HR4;INF192K01HS2;JM Balanced Fund (Direct) - Quarterly Dividend Option;17.5866;17.5866;17.5866;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund (Direct)
133407;INF192K01GZ9;-;JM Balanced Fund - Annual Bonus Option;44.7818;44.7818;44.7818;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
131476;INF192K01HF9;INF192K01HG7;JM Balanced Fund - Annual Dividend Option;31.9263;31.9263;31.9263;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
133400;INF192K01GN5;-;JM Balanced Fund - Bonus Option - Principal Units;44.7818;44.7818;44.7818;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
133403;INF192K01HT0;-;JM Balanced Fund - Half Yearly Bonus Option - Principal Units;44.7818;44.7818;44.7818;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
133408;INF192K01HD4;INF192K01HE2;JM Balanced Fund - Half Yearly Dividend Option;31.9241;31.9241;31.9241;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
133404;INF192K01HL7;INF192K01HM5;JM Balanced Fund - Monthly Dividend Option;31.6719;31.6719;31.6719;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
133410;INF192K01HX2;-;JM Balanced Fund - Quarterly Bonus Option - Principal Units;44.7818;44.7818;44.7818;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
133405;INF192K01HP8;INF192K01HQ6;JM Balanced Fund - Quarterly Dividend Option;11.3661;11.3661;11.3661;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
100220;INF192K01528;INF192K01536;JM Balanced Fund-Dividend;12.1970;12.1970;12.1970;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
100221;INF192K01544;-;JM Balanced Fund-Growth;43.6074;43.6074;43.6074;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;JM Financial Mutual Fund;16;JM Balanced Fund
100286;INF174K01443;INF174K01450;Kotak Balance;16.736;16.569;16.736;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Kotak Mahindra Mutual Fund;17;Kotak Balance
133035;INF174K01F00;-;Kotak Balance - Direct Growth;24.513;24.268;24.513;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Kotak Mahindra Mutual Fund;17;Kotak Balance
119767;INF174K01LL7;-;Kotak Balance - Dividend - Direct;17.952;17.772;17.952;09-Aug-2017;Open Ended Schemes(Balanced);Open Ended Schemes;Balanced;Kotak Mahindra Mutual Fund;17;Kotak Balance
